train_loss,train_acc,val_loss,val_acc,val_f1,val_auc,lr
0.04710279077378395,50.53835800807537,0.054715501539778374,23.761118170266837,0.3839835728952772,0.5211898395721926,9.990232305719945e-05
0.044862057819808746,50.85240017945267,0.04127975194945723,76.23888182973316,0.0,0.4981996434937611,9.960967771506666e-05
0.04443318177534358,49.641094661283084,0.0425843359781796,73.82465057179161,0.11965811965811966,0.49344919786096253,9.912321891107009e-05
0.04402063098916188,50.26917900403768,0.05223097930528612,23.63405336721728,0.3823227132579651,0.5059893048128342,9.844486647586723e-05
0.04402717484513063,50.33647375504711,0.045149297909065605,29.224904701397712,0.3939064200217628,0.512005347593583,9.757729755661011e-05
0.04425788471227058,49.91027366532077,0.04148365853039555,75.98475222363405,0.0,0.5333065953654189,9.652393605146844e-05
0.04419501438676749,49.84297891431135,0.04065976082672764,76.23888182973316,0.0,0.5058823529411764,9.528893909706797e-05
0.043897464356651324,49.86541049798116,0.0483287731150054,23.761118170266837,0.3839835728952772,0.5093404634581105,9.387718066217124e-05
0.043938375334265846,49.887842081650966,0.04668936432543976,23.761118170266837,0.3839835728952772,0.5324376114081996,9.229423231234974e-05
0.04387020629389022,50.02243158366981,0.04513522574566825,23.761118170266837,0.3839835728952772,0.5225044563279857,9.054634122155989e-05
0.04390808181004066,50.44863167339614,0.04298965902726865,69.12325285895807,0.15916955017301038,0.5192780748663102,8.864040551740155e-05
0.043662708911153966,50.69537909376402,0.04586526396029938,23.761118170266837,0.3839835728952772,0.5303475935828877,8.658394705735986e-05
0.04378919739789255,49.91027366532077,0.04429035360204219,30.876747141041932,0.3887640449438202,0.5288012477718361,8.438508174347008e-05
0.04362741230534512,50.15702108568865,0.046010534263664464,23.88818297331639,0.38183694530443757,0.5310739750445633,8.205248749256013e-05
0.043592053200228964,51.00942126514132,0.04551639155575857,23.761118170266837,0.3839835728952772,0.531029411764706,7.959536998847742e-05
0.043813325020164155,50.80753701211305,0.04813360860228084,23.761118170266837,0.3839835728952772,0.5286898395721925,7.702342635146032e-05
